x,y,Ez
-74.5+0j,2+0j,-0.462043659164735-0.848900588610827j
-74.48+0j,2+0j,-0.450416454664268-0.856742323253511j
-74.46+0j,2+0j,-0.442984387274057-0.868637755888345j
-74.44+0j,2+0j,-0.441034514065402-0.88252973998044j
-74.42+0j,2+0j,-0.444905670244969-0.896015127976475j
-74.4+0j,2+0j,-0.453929590848693-0.906760486802471j
-74.38+0j,2+0j,-0.46654627127949-0.912905860822663j
-74.36+0j,2+0j,-0.48057365232434-0.913386717716011j
-74.34+0j,2+0j,-0.493585007951877-0.908118350769467j
-74.32+0j,2+0j,-0.503328766572321-0.89801079495361j
-74.3+0j,2+0j,-0.508118137165955-0.884811631158439j
-74.28+0j,2+0j,-0.50712311705984-0.870803831994671j
-74.26+0j,2+0j,-0.500514330796929-0.858410891208699j
-74.24+0j,2+0j,-0.489433773168872-0.849777534818668j
-74.22+0j,2+0j,-0.475797472845564-0.846398555079825j
-74.2+0j,2+0j,-0.461964176316837-0.848860001076843j
-74.18+0j,2+0j,-0.450327342707038-0.856737536190047j
-74.16+0j,2+0j,-0.442901024287268-0.868669590722136j
-74.14+0j,2+0j,-0.440971284080719-0.88259269871295j
-74.12+0j,2+0j,-0.444873481344195-0.896098342745834j
-74.1+0j,2+0j,-0.453933993395783-0.906849595906514j
-74.08+0j,2+0j,-0.466586500906979-0.912985487357575j
-74.06+0j,2+0j,-0.480642762678714-0.913443123048523j
-74.04+0j,2+0j,-0.493671070138253-0.908141804954939j
-74.02+0j,2+0j,-0.503416928181145-0.897997255119951j
-74+0j,2+0j,-0.508193185472791-0.884763438346298j
-73.98+0j,2+0j,-0.507172104045176-0.870729306351937j
-73.96+0j,2+0j,-0.500528807029631-0.858322895543859j
-73.94+0j,2+0j,-0.489411245152725-0.849691254516393j
-73.92+0j,2+0j,-0.475741832474328-0.846328877562357j
-73.9+0j,2+0j,-0.461885028480361-0.84881894703722j
-73.88+0j,2+0j,-0.450238347222912-0.856732185825217j
-73.86+0j,2+0j,-0.442817538391637-0.868700862719437j
-73.84+0j,2+0j,-0.440907712356252-0.882655192552724j
-73.82+0j,2+0j,-0.444840790386183-0.896181271381426j
-73.8+0j,2+0j,-0.453937820026655-0.906938647739857j
-73.78+0j,2+0j,-0.466626180274565-0.913065296105945j
-73.76+0j,2+0j,-0.480711443806717-0.913499919256321j
-73.74+0j,2+0j,-0.493756898839761-0.908165791622807j
-73.72+0j,2+0j,-0.50350509308345-0.897984297590874j
-73.7+0j,2+0j,-0.508268474006954-0.884715776966086j
-73.68+0j,2+0j,-0.50722152731363-0.870655169075706j
-73.66+0j,2+0j,-0.500543840643651-0.858235077482087j
-73.64+0j,2+0j,-0.489389299456457-0.849604909649971j
-73.62+0j,2+0j,-0.475686698588568-0.846258903753665j
-73.6+0j,2+0j,-0.461806223347113-0.848777415583279j
-73.58+0j,2+0j,-0.450149470807736-0.856726259049638j
-73.56+0j,2+0j,-0.44273392662576-0.868731558832074j
-73.54+0j,2+0j,-0.440843790872104-0.882717210769504j
-73.52+0j,2+0j,-0.444807585667328-0.89626390733225j
-73.5+0j,2+0j,-0.453941057369071-0.907027641073709j
-73.48+0j,2+0j,-0.466665296650042-0.913145291386644j
-73.46+0j,2+0j,-0.480779685819568-0.913557115472424j
-73.44+0j,2+0j,-0.49384248872814-0.908190323152417j
-73.42+0j,2+0j,-0.503593261444047-0.897971935858951j
-73.4+0j,2+0j,-0.50834400841106-0.884668659292919j
-73.38+0j,2+0j,-0.507271397023053-0.870581429097827j
-73.36+0j,2+0j,-0.500559444566329-0.858147441059214j
-73.34+0j,2+0j,-0.489367949547896-0.849518498649334j
-73.32+0j,2+0j,-0.475632082868796-0.846188626735759j
-73.3+0j,2+0j,-0.461727768785941-0.848735395632553j
-73.28+0j,2+0j,-0.450060716148609-0.856719742522867j
-73.26+0j,2+0j,-0.442650186017712-0.868761665763253j
-73.24+0j,2+0j,-0.440779511497569-0.882778742409757j
-73.22+0j,2+0j,-0.444773855291716-0.896346243888025j
-73.2+0j,2+0j,-0.453943691810094-0.907116574611873j
-73.18+0j,2+0j,-0.466703837053432-0.913225477554812j
-73.16+0j,2+0j,-0.480847478616594-0.913614720963863j
-73.14+0j,2+0j,-0.493927834335778-0.908215412131988j
-73.12+0j,2+0j,-0.503681433385177-0.897960183664704j
-73.1+0j,2+0j,-0.508419794389686-0.884622097846136j
-73.08+0j,2+0j,-0.507321723487387-0.870508095548408j
-73.06+0j,2+0j,-0.500575631948486-0.858059990428907j
-73.04+0j,2+0j,-0.489347209147408-0.849432019961327j
-73.02+0j,2+0j,-0.475577997233486-0.84611803950335j
-73+0j,2+0j,-0.461649672847972-0.848692875925811j
-72.98+0j,2+0j,-0.449972086027464-0.856712622668551j
-72.96+0j,2+0j,-0.442566313586358-0.868791169961649j
-72.94+0j,2+0j,-0.440714865989917-0.882839776290823j
-72.92+0j,2+0j,-0.444739587167689-0.896428274174423j
-72.9+0j,2+0j,-0.453945709490837-0.907205446987658j
-72.88+0j,2+0j,-0.466741788251026-0.91330585900118j
-72.86+0j,2+0j,-0.48091481187933-0.91367274513353j
-72.84+0j,2+0j,-0.494012930051053-0.908241071362701j
-72.82+0j,2+0j,-0.503769608984001-0.897949055002106j
-72.8+0j,2+0j,-0.508495837709307-0.884576105395348j
-72.78+0j,2+0j,-0.507372517179092-0.870435177761432j
-72.76+0j,2+0j,-0.500592416169022-0.857972729866937j
-72.74+0j,2+0j,-0.489327092233733-0.849345472051688j
-72.72+0j,2+0j,-0.475524453845352-0.846047134963278j
-72.7+0j,2+0j,-0.461571943771971-0.848649845024055j
-72.68+0j,2+0j,-0.449883583324848-0.856704885669388j
-72.66+0j,2+0j,-0.442482306342709-0.868820057615393j
-72.64+0j,2+0j,-0.440649845993193-0.88290030099478j
-72.62+0j,2+0j,-0.444704769004192-0.896509991147849j
-72.6+0j,2+0j,-0.453947096301059-0.907294256760633j
-72.58+0j,2+0j,-0.466779136749047-0.913386440151292j
-72.56+0j,2+0j,-0.480981675065547-0.913731197522004j
-72.54+0j,2+0j,-0.494097770113592-0.908267313862827j
-72.52+0j,2+0j,-0.503857788269885-0.897938564124366j
-72.5+0j,2+0j,-0.508572144198166-0.884530694966904j
-72.48+0j,2+0j,-0.507423788731621-0.870362685280621j
-72.46+0j,2+0j,-0.500609810839519-0.857885663775477j
-72.44+0j,2+0j,-0.489307613050027-0.849258853407146j
-72.42+0j,2+0j,-0.475471465117511-0.845975905933978j
-72.4+0j,2+0j,-0.461494589989972-0.848606291305428j
-72.38+0j,2+0j,-0.449795211023698-0.856696517462133j
-72.36+0j,2+0j,-0.442398161291419-0.868848314645756j
-72.34+0j,2+0j,-0.440584443037012-0.88296030486208j
-72.32+0j,2+0j,-0.444669388307151-0.896591387590237j
-72.3+0j,2+0j,-0.453947837873679-0.907383002413297j
-72.28+0j,2+0j,-0.466815868787351-0.913467225464707j
-72.26+0j,2+0j,-0.481048057403048-0.913790087809415j
-72.24+0j,2+0j,-0.494182348609376-0.908294152871931j
-72.22+0j,2+0j,-0.503945971221667-0.897928725549723j
-72.2+0j,2+0j,-0.508648719746131-0.884485879850227j
-72.18+0j,2+0j,-0.507475548941921-0.870290627865454j
-72.16+0j,2+0j,-0.500627829808985-0.857798796687596j
-72.14+0j,2+0j,-0.489288786109985-0.849172162537581j
-72.12+0j,2+0j,-0.475419043720154-0.845904345144963j
-72.1+0j,2+0j,-0.46141762013303-0.848562202962088j
-72.08+0j,2+0j,-0.449706972213454-0.85668750373227j
-72.06+0j,2+0j,-0.442313875432302-0.868875926700835j
-72.04+0j,2+0j,-0.440518648535378-0.883019775985163j
-72.02+0j,2+0j,-0.444633432375712-0.89667245610353j
-72+0j,2+0j,-0.45394791957915-0.90747168234761j
-71.98+0j,2+0j,-0.46685197033278-0.913548219434093j
-71.96+0j,2+0j,-0.481113947883302-0.913849425817298j
-71.94+0j,2+0j,-0.494266659465622-0.908321601855197j
-71.92+0j,2+0j,-0.504034157764708-0.89791955406753j
-71.9+0j,2+0j,-0.508725570304476-0.884441673604601j
-71.88+0j,2+0j,-0.507527808772946-0.870219015497308j
-71.86+0j,2+0j,-0.50064648716869-0.857712133271911j
-71.84+0j,2+0j,-0.489270626204174-0.849085397978316j
-71.82+0j,2+0j,-0.475367202587189-0.845832445236343j
-71.8+0j,2+0j,-0.461341043037174-0.84851756799704j
-71.78+0j,2+0j,-0.449618870094101-0.856677829908807j
-71.76+0j,2+0j,-0.442229445761989-0.8689028791489j
-71.74+0j,2+0j,-0.440452453785494-0.883078702201648j
-71.72+0j,2+0j,-0.444596888298424-0.896753189104027j
-71.7+0j,2+0j,-0.45394732651967-0.907560294881371j
-71.68+0j,2+0j,-0.466887427072448-0.913629426584278j
-71.66+0j,2+0j,-0.481179335254848-0.913909221510478j
-71.64+0j,2+0j,-0.494350696445567-0.908349674507799j
-71.62+0j,2+0j,-0.504122347767915-0.897911064744333j
-71.6+0j,2+0j,-0.508802701885623-0.884398090066014j
-71.58+0j,2+0j,-0.507580579356251-0.87014785838598j
-71.56+0j,2+0j,-0.500665797257135-0.857625678337412j
-71.54+0j,2+0j,-0.489253148406551-0.848998558292521j
-71.52+0j,2+0j,-0.475315954923198-0.845760198758375j
-71.5+0j,2+0j,-0.461264867749631-0.848472374220864j
-71.48+0j,2+0j,-0.449530907980591-0.856667481158696j
-71.46+0j,2+0j,-0.442144869275646-0.868929157071688j
-71.44+0j,2+0j,-0.4403858499666-0.883137071087539j
-71.42+0j,2+0j,-0.444559742949422-0.896833578816637j
-71.4+0j,2+0j,-0.453946043523261-0.907648838244456j
-71.38+0j,2+0j,-0.466922224406763-0.913710851471215j
-71.36+0j,2+0j,-0.481244208016464-0.913969484998958j
-71.34+0j,2+0j,-0.494434453142989-0.908378384759408j
-71.32+0j,2+0j,-0.504210541040531-0.897903272930293j
-71.3+0j,2+0j,-0.508880120562829-0.88435514335423j
-71.28+0j,2+0j,-0.507633871994543-0.870077166976156j
-71.26+0j,2+0j,-0.500685774665094-0.857539436838446j
-71.24+0j,2+0j,-0.489236368081107-0.848911642073714j
-71.22+0j,2+0j,-0.475265314210602-0.845687598171045j
-71.2+0j,2+0j,-0.461189103535043-0.8484266092485j
-71.18+0j,2+0j,-0.449443089307265-0.856656442381311j
-71.16+0j,2+0j,-0.442060142968801-0.868954745257436j
-71.14+0j,2+0j,-0.440318828138818-0.883194869950082j
-71.12+0j,2+0j,-0.444521982984418-0.896913617268759j
-71.1+0j,2+0j,-0.453944055137687-0.907737310574894j
-71.08+0j,2+0j,-0.466956347442246-0.913792498680862j
-71.06+0j,2+0j,-0.481308554410252-0.9140302265398j
-71.04+0j,2+0j,-0.49451792297656-0.908407746778785j
-71.02+0j,2+0j,-0.504298737328892-0.897896194265584j
-71+0j,2+0j,-0.508957832469804-0.884312847880118j
-70.98+0j,2+0j,-0.50768769816435-0.870006951954369j
-70.96+0j,2+0j,-0.500706434240797-0.857453413879887j
-70.94+0j,2+0j,-0.489220300888738-0.848824647948402j
-70.92+0j,2+0j,-0.475215294216921-0.845614635843689j
-70.9+0j,2+0j,-0.461113759882167-0.848380260495852j
-70.88+0j,2+0j,-0.44935541763251-0.85664469820271j
-70.86+0j,2+0j,-0.441975263839284-0.868979628193721j
-70.84+0j,2+0j,-0.440251379242006-0.883252085820433j
-70.82+0j,2+0j,-0.444483594836703-0.896993296284079j
-70.8+0j,2+0j,-0.453941345624273-0.907825709914827j
-70.78+0j,2+0j,-0.466989780984232-0.913874372828001j
-70.76+0j,2+0j,-0.481372362414373-0.914091456539034j
-70.74+0j,2+0j,-0.494601099184073-0.908437774978415j
-70.72+0j,2+0j,-0.504386936312922-0.89788984468717j
-70.7+0j,2+0j,-0.509035843800276-0.884271218353107j
-70.68+0j,2+0j,-0.507742069518617-0.869937224255895j
-70.66+0j,2+0j,-0.500727791095215-0.857367614722507j
-70.64+0j,2+0j,-0.489204962794261-0.848737574578832j
-70.62+0j,2+0j,-0.475165909002356-0.845541304054657j
-70.6+0j,2+0j,-0.461038846510546-0.848333315176446j
-70.58+0j,2+0j,-0.449267896643628-0.856632232969731j
-70.56+0j,2+0j,-0.441890228889243-0.869003790060163j
-70.54+0j,2+0j,-0.440183494094633-0.883308705446157j
-70.52+0j,2+0j,-0.444444564713063-0.897072607476167j
-70.5+0j,2+0j,-0.453937898951443-0.907914034206225j
-70.48+0j,2+0j,-0.46702250952927-0.913956478554953j
-70.46+0j,2+0j,-0.48143561973558-0.914153185553571j
-70.44+0j,2+0j,-0.494683974816282-0.908468484019369j
-70.42+0j,2+0j,-0.504475137602633-0.897884240435485j
-70.4+0j,2+0j,-0.509114160807518-0.884230269788876j
-70.38+0j,2+0j,-0.50779699788946-0.869867995072148j
-70.36+0j,2+0j,-0.500749860607552-0.85728204478858j
-70.34+0j,2+0j,-0.489190370073626-0.848650420665858j
-70.32+0j,2+0j,-0.475117172927622-0.845467594991003j
-70.3+0j,2+0j,-0.460964373377642-0.848285760297935j
-70.28+0j,2+0j,-0.449180530161814-0.856619030744039j
-70.26+0j,2+0j,-0.44180503512731-0.869027214720893j
-70.24+0j,2+0j,-0.440115163392703-0.883364715283417j
-70.22+0j,2+0j,-0.444404878589573-0.897151542241694j
-70.2+0j,2+0j,-0.453933698788276-0.908002281286509j
-70.18+0j,2+0j,-0.467054517257384-0.914038820530197j
-70.16+0j,2+0j,-0.481498313801624-0.914215424293086j
-70.14+0j,2+0j,-0.494766542730817-0.908499888816063j
-70.12+0j,2+0j,-0.504563340734326-0.897879398061572j
-70.1+0j,2+0j,-0.509192789803733-0.884190017517355j
-70.08+0j,2+0j,-0.507852495290822-0.869799275858143j
-70.06+0j,2+0j,-0.500772658430655-0.857196709667571j
-70.04+0j,2+0j,-0.489176539321369-0.848563184952009j
-70.02+0j,2+0j,-0.475069100661913-0.845393500748255j
-70+0j,2+0j,-0.460890350685968-0.848237582658654j
-69.98+0j,2+0j,-0.449093322147371-0.856605075295951j
-69.96+0j,2+0j,-0.441719679570851-0.869049885716748j
-69.94+0j,2+0j,-0.440046377708627-0.883420101488963j
-69.92+0j,2+0j,-0.444364522207346-0.897230091753625j
-69.9+0j,2+0j,-0.453928728497747-0.908090448883983j
-69.88+0j,2+0j,-0.467085788024025-0.914121403446916j
-69.86+0j,2+0j,-0.481560431753175-0.91427818362198j
-69.84+0j,2+0j,-0.494848795585549-0.908532004541342j
-69.82+0j,2+0j,-0.504651545166688-0.897875334434229j
-69.8+0j,2+0j,-0.509271737159436-0.884150477190874j
-69.78+0j,2+0j,-0.507908573921215-0.869731078340174j
-69.76+0j,2+0j,-0.500796200496747-0.857111615122148j
-69.74+0j,2+0j,-0.48916348745817-0.848475866224616j
-69.72+0j,2+0j,-0.475021707191235-0.845319013330202j
-69.7+0j,2+0j,-0.4608167888906-0.848188768844059j
-69.68+0j,2+0j,-0.449006276705102-0.856590350098174j
-69.66+0j,2+0j,-0.441634159248358-0.869071786257375j
-69.64+0j,2+0j,-0.439977127490203-0.883474849911869j
-69.62+0j,2+0j,-0.444323481068236-0.897308246954092j
-69.6+0j,2+0j,-0.45392297112989-0.908178534613046j
-69.58+0j,2+0j,-0.46711630535181-0.91420423202141j
-69.56+0j,2+0j,-0.481621960435823-0.914341474561245j
-69.54+0j,2+0j,-0.494930725831969-0.908564846631507j
-69.52+0j,2+0j,-0.504739750276754-0.897872066747374j
-69.5+0j,2+0j,-0.50935100930273-0.884111664792583j
-69.48+0j,2+0j,-0.507965246166507-0.869663414523899j
-69.46+0j,2+0j,-0.500820503023226-0.857026767094409j
-69.44+0j,2+0j,-0.489151231738749-0.848388463319162j
-69.42+0j,2+0j,-0.474975007826827-0.845244124648749j
-69.4+0j,2+0j,-0.460743698706944-0.848139305223113j
-69.38+0j,2+0j,-0.448919398089963-0.85657483831931j
-69.36+0j,2+0j,-0.441548471201961-0.86909289921302j
-69.34+0j,2+0j,-0.439907403059577-0.883528946085057j
-69.32+0j,2+0j,-0.444281740430398-0.897385998546956j
-69.3+0j,2+0j,-0.453916409414707-0.908266535969213j
-69.28+0j,2+0j,-0.467146052422204-0.914287310991447j
-69.26+0j,2+0j,-0.481682886391526-0.914405308290404j
-69.24+0j,2+0j,-0.495012325708237-0.908598430791504j
-69.22+0j,2+0j,-0.504827955355635-0.897869612527648j
-69.2+0j,2+0j,-0.509430612718499-0.884073596645086j
-69.18+0j,2+0j,-0.508022524602708-0.869596296702571j
-69.16+0j,2+0j,-0.500845582518546-0.856942171712257j
-69.14+0j,2+0j,-0.489139789759824-0.848300975122723j
-69.12+0j,2+0j,-0.474929018213959-0.845168826523826j
-69.1+0j,2+0j,-0.460671091118704-0.848089177944641j
-69.08+0j,2+0j,-0.448832690712872-0.856558522817286j
-69.06+0j,2+0j,-0.441462612490108-0.869113207106053j
-69.04+0j,2+0j,-0.439837194612241-0.883582375216426j
-69.02+0j,2+0j,-0.444239285303807-0.897463336990208j
-69+0j,2+0j,-0.453909025754997-0.908354450323977j
-68.98+0j,2+0j,-0.46717501206661-0.914370645114441j
-68.96+0j,2+0j,-0.48174319584995-0.914469696149414j
-68.94+0j,2+0j,-0.495093587231941-0.90863277300025j
-68.92+0j,2+0j,-0.504916159604097-0.897867989642174j
-68.9+0j,2+0j,-0.509510553947517-0.884036289419401j
-68.88+0j,2+0j,-0.508080421998776-0.869529737465565j
-68.86+0j,2+0j,-0.500871455788289-0.856857835296099j
-68.84+0j,2+0j,-0.489129179468411-0.84821340057763j
-68.82+0j,2+0j,-0.474883754341033-0.845093110683362j
-68.8+0j,2+0j,-0.460598977386109-0.848038372933643j
-68.78+0j,2+0j,-0.448746159146753-0.856541386132607j
-68.76+0j,2+0j,-0.441376580190314-0.869132692102431j
-68.74+0j,2+0j,-0.439766492216079-0.883635122179908j
-68.72+0j,2+0j,-0.444196100445681-0.897540252488042j
-68.7+0j,2+0j,-0.453900802218959-0.908442274919446j
-68.68+0j,2+0j,-0.467203166757545-0.914454239165569j
-68.66+0j,2+0j,-0.481802874719476-0.914534649640568j
-68.64+0j,2+0j,-0.495174502192747-0.908667889515959j
-68.62+0j,2+0j,-0.505004362127939-0.897867216306532j
-68.6+0j,2+0j,-0.509590839585462-0.883999760144128j
-68.58+0j,2+0j,-0.508138951319457-0.869463749707175j
-68.56+0j,2+0j,-0.500898139941343-0.856773764365742j
-68.54+0j,2+0j,-0.489119419170288-0.848125738685271j
-68.52+0j,2+0j,-0.474839232548817-0.84501696876332j
-68.5+0j,2+0j,-0.460527369054547-0.847986875887496j
-68.48+0j,2+0j,-0.448659808132834-0.856523410481433j
-68.46+0j,2+0j,-0.441290371402131-0.869151336002736j
-68.44+0j,2+0j,-0.439695285810428-0.883687171505999j
-68.42+0j,2+0j,-0.44415217035584-0.897616734982703j
-68.4+0j,2+0j,-0.453891720532532-0.908530006862693j
-68.38+0j,2+0j,-0.467230498599379-0.914538097935737j
-68.36+0j,2+0j,-0.481861908577898-0.914600180430401j
-68.34+0j,2+0j,-0.495255062144558-0.908703796881748j
-68.32+0j,2+0j,-0.505092561933166-0.897867311092962j
-68.3+0j,2+0j,-0.509671476281839-0.883964026214895j
-68.28+0j,2+0j,-0.508198125728158-0.869398346635755j
-68.26+0j,2+0j,-0.500925652396238-0.856689965647573j
-68.24+0j,2+0j,-0.48911052753869-0.848037988510072j
-68.22+0j,2+0j,-0.474795469540101-0.844940392307804j
-68.2+0j,2+0j,-0.460456277963328-0.84793467227217j
-68.18+0j,2+0j,-0.448573642587208-0.856504577748462j
-68.16+0j,2+0j,-0.441203983250241-0.869169120233037j
-68.14+0j,2+0j,-0.439623565205201-0.883738507372217j
-68.12+0j,2+0j,-0.444107479271965-0.897692774146017j
-68.1+0j,2+0j,-0.453881762071726-0.908617643120023j
-68.08+0j,2+0j,-0.46725698931881-0.914622226229407j
-68.06+0j,2+0j,-0.481920282662927-0.914666300351555j
-68.04+0j,2+0j,-0.495335258397606-0.90874051193119j
-68.02+0j,2+0j,-0.505180757920969-0.897868292938736j
-68+0j,2+0j,-0.509752470738783-0.883929105404171j
-67.98+0j,2+0j,-0.508257958589806-0.869333541783069j
-67.96+0j,2+0j,-0.500954010887586-0.856606446081973j
-67.94+0j,2+0j,-0.489102523623323-0.847950149183705j
-67.92+0j,2+0j,-0.474752482389541-0.844863372769238j
-67.9+0j,2+0j,-0.460385716254769-0.84788174731839j
-67.88+0j,2+0j,-0.448487667607578-0.856484869479732j
-67.86+0j,2+0j,-0.441117412887741-0.869186025835426j
-67.84+0j,2+0j,-0.43955132008004-0.883789113593128j
-67.82+0j,2+0j,-0.444062011164782-0.897768359370625j
-67.8+0j,2+0j,-0.45387090785453-0.908705180510826j
-67.78+0j,2+0j,-0.467282620255129-0.914706628862309j
-67.76+0j,2+0j,-0.48197798186224-0.914733021404672j
-67.74+0j,2+0j,-0.495415082010166-0.90877805179406j
-67.72+0j,2+0j,-0.505268948882453-0.897870181154831j
-67.7+0j,2+0j,-0.509833829709781-0.883895015871166j
-67.68+0j,2+0j,-0.508318463473772-0.869269349014057j
-67.66+0j,2+0j,-0.500983233472716-0.856523212831053j
-67.64+0j,2+0j,-0.489095426859469-0.84786221990942j
-67.62+0j,2+0j,-0.474710288553867-0.844785901508629j
-67.6+0j,2+0j,-0.460315696383765-0.847828086017665j
-67.58+0j,2+0j,-0.448401888480349-0.856464266875141j
-67.56+0j,2+0j,-0.441030657499533-0.869202033458471j
-67.54+0j,2+0j,-0.439478539983528-0.883838973610096j
-67.52+0j,2+0j,-0.444015749733169-0.897843479760946j
-67.5+0j,2+0j,-0.453859138532826-0.908792615701339j
-67.48+0j,2+0j,-0.467307372350153-0.914791310658994j
-67.46+0j,2+0j,-0.482034990703305-0.914800355760239j
-67.44+0j,2+0j,-0.495494523779875-0.908816433902248j
-67.42+0j,2+0j,-0.505357133493171-0.89787299543476j
-67.4+0j,2+0j,-0.509915559998245-0.88386177617232j
-67.38+0j,2+0j,-0.508379654156765-0.869205782536832j
-67.36+0j,2+0j,-0.501013338538444-0.856440273286679j
-67.34+0j,2+0j,-0.489089257077445-0.847774199966632j
-67.32+0j,2+0j,-0.474668905882434-0.844707969795912j
-67.3+0j,2+0j,-0.460246231127476-0.847773673118362j
-67.28+0j,2+0j,-0.448316310687916-0.856442750780896j
-67.26+0j,2+0j,-0.440943714305969-0.869217123347188j
-67.24+0j,2+0j,-0.439405214332443-0.88388807048072j
-67.22+0j,2+0j,-0.443968678399151-0.897918124123738j
-67.2+0j,2+0j,-0.453846434383957-0.908879945198048j
-67.18+0j,2+0j,-0.467331226137902-0.914876276450242j
-67.16+0j,2+0j,-0.482091293342879-0.914868315760421j
-67.14+0j,2+0j,-0.49557357423498-0.908855675995627j
-67.12+0j,2+0j,-0.505445310307418-0.89787675586364j
-67.1+0j,2+0j,-0.50999766845599-0.883829405271822j
-67.08+0j,2+0j,-0.508441544625785-0.8691428569131j
-67.06+0j,2+0j,-0.501044344807925-0.856357635078708j
-67.04+0j,2+0j,-0.489084034512392-0.847686088715744j
-67.02+0j,2+0j,-0.474628352628017-0.84462956881039j
-67+0j,2+0j,-0.460177333595393-0.847718493121708j
-66.98+0j,2+0j,-0.448230939916331-0.856420301681665j
-66.96+0j,2+0j,-0.440856580566646-0.869231275332821j
-66.94+0j,2+0j,-0.439331332411078-0.883936386867851j
-66.92+0j,2+0j,-0.44392078030286-0.897992280958452j
-66.9+0j,2+0j,-0.453832775302137-0.908967165340865j
-66.88+0j,2+0j,-0.467354161733904-0.914961531070298j
-66.86+0j,2+0j,-0.482146873556019-0.914936913920896j
-66.84+0j,2+0j,-0.495652223625005-0.908895796128228j
-66.82+0j,2+0j,-0.505533477752274-0.897881482927512j
-66.8+0j,2+0j,-0.510080161981562-0.883797922552687j
-66.78+0j,2+0j,-0.508504149081043-0.869080587068827j
-66.76+0j,2+0j,-0.501076271347768-0.856275306083678j
-66.74+0j,2+0j,-0.489079779814109-0.84759788560311j
-66.72+0j,2+0j,-0.474588647458004-0.844550689641261j
-66.7+0j,2+0j,-0.460109017239885-0.847662530277686j
-66.68+0j,2+0j,-0.448145782063161-0.85639689969267j
-66.66+0j,2+0j,-0.440769253584409-0.869244468822331j
-66.64+0j,2+0j,-0.439256883370623-0.883983905028434j
-66.62+0j,2+0j,-0.443872038297338-0.898065938447075j
-66.6+0j,2+0j,-0.453818140789666-0.909054272296027j
-66.58+0j,2+0j,-0.467376158824228-0.915047079353943j
-66.56+0j,2+0j,-0.482201714725026-0.915006162932606j
-66.54+0j,2+0j,-0.495730461911241-0.908936812674407j
-66.52+0j,2+0j,-0.505621634121342-0.897887197522982j
-66.5+0j,2+0j,-0.510163047518443-0.883767347827968j
-66.48+0j,2+0j,-0.508567481938936-0.869018988305377j
-66.46+0j,2+0j,-0.501109137575219-0.856193294433706j
-66.44+0j,2+0j,-0.489076514057493-0.847509590166369j
-66.42+0j,2+0j,-0.474549809465934-0.844471323288261j
-66.4+0j,2+0j,-0.460041295866924-0.847605768580964j
-66.38+0j,2+0j,-0.448060843245752-0.856372524551479j
-66.36+0j,2+0j,-0.440681730709563-0.869256682787548j
-66.34+0j,2+0j,-0.439181856228613-0.884030606801846j
-66.32+0j,2+0j,-0.443822434943368-0.898139084443852j
-66.3+0j,2+0j,-0.453802509947825-0.909141262048647j
-66.28+0j,2+0j,-0.467397196654235-0.915132926133409j
-66.26+0j,2+0j,-0.482255799827686-0.915076075663545j
-66.24+0j,2+0j,-0.495808278756835-0.908978744335182j
-66.22+0j,2+0j,-0.505709777568281-0.897893920967005j
-66.2+0j,2+0j,-0.510246332053107-0.883737701352461j
-66.18+0j,2+0j,-0.508631557834986-0.868958076310895j
-66.16+0j,2+0j,-0.501142963265547-0.856111608525794j
-66.14+0j,2+0j,-0.489074258752842-0.847421202039837j
-66.12+0j,2+0j,-0.474511858183322-0.844391460662411j
-66.1+0j,2+0j,-0.459974183647309-0.847548191766726j
-66.08+0j,2+0j,-0.447976129809785-0.856347155609648j
-66.06+0j,2+0j,-0.440594009344287-0.869267895754084j
-66.04+0j,2+0j,-0.439106239868438-0.884076473597799j
-66.02+0j,2+0j,-0.443771952504084-0.89821170646436j
-66+0j,2+0j,-0.453785861467694-0.909228130395062j
-65.98+0j,2+0j,-0.467417254016937-0.915219076235075j
-65.96+0j,2+0j,-0.482309111425358-0.915146665160464j
-65.94+0j,2+0j,-0.495885663516483-0.90902161014471j
-65.92+0j,2+0j,-0.505797906100025-0.89790167500698j
-65.9+0j,2+0j,-0.510330022612921-0.883709003834683j
-65.88+0j,2+0j,-0.508696391626822-0.868897867172224j
-65.86+0j,2+0j,-0.501177768559602-0.856030257031481j
-65.84+0j,2+0j,-0.489073035856876-0.847332720960362j
-65.82+0j,2+0j,-0.474474813591982-0.844311092586874j
-65.8+0j,2+0j,-0.459907695128238-0.847489783306471j
-65.78+0j,2+0j,-0.447891648338139-0.856320771824182j
-65.76+0j,2+0j,-0.440506086947305-0.869278085789839j
-65.74+0j,2+0j,-0.439030023038962-0.884121486384156j
-65.72+0j,2+0j,-0.443720572939589-0.898283791674398j
-65.7+0j,2+0j,-0.453768173620583-0.909314872934749j
-65.68+0j,2+0j,-0.467436309241011-0.915305534475988j
-65.66+0j,2+0j,-0.482361631650609-0.915217944650552j
-65.64+0j,2+0j,-0.495962605225859-0.909065429476811j
-65.62+0j,2+0j,-0.505886017569713-0.897910481831103j
-65.6+0j,2+0j,-0.510414126263882-0.88368127644924j
-65.58+0j,2+0j,-0.508761998397151-0.868838377387141j
-65.56+0j,2+0j,-0.50121357397148-0.855949248906811j
-65.54+0j,2+0j,-0.489072867783761-0.847244146773291j
-65.52+0j,2+0j,-0.474438696136622-0.844230209797951j
-65.5+0j,2+0j,-0.459841845245281-0.847430526403776j
